8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
47,43,44,44,43,47,43,43,43,47,43,44,43,43,44,43,43,44,43,43,43,44,44,46,46,46,43,43,43,46,46,43,43,44,43,44,44,43,43,43,43,46,43,43,46,46,46,43,43,43,44,44,43,43,43,43,44,44,44,43,43,43,44,43,43,43,43,43,47,44,43,43,44,44,43,43,43,44,47,43,43,43,47,47,43,43,43,43,43,44,44,43,43,43,47,44,43,43,43,43,47,44,43,43,43,43,43,44,44,43,43,47,47,43,43,44,44,43,43,43,43,43,43,44,43,47,47,43,43,43,44,43,43,43,43,43,43,44,44,43,47,43,43,47,44,43,43,44,43,43
44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,43,44,46,-1,-1,-1,-1,-1,-1,-1,-1,45,45,48,47,44,48,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,48,48,47,47,46,47,47,47,43,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47
43,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,48,43,44,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,47,47,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,48,47,46,46,47,47,47,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,43,-1,-1,-1,-1,48,48,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,44,47,46,46,47,45,45,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,43,43,43,45,45,43,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,43,43,-1,-1,-1,43,43,43,43,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,44,44,47,45,45,45,43,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,-1,-1,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,44,43,44,44,44,43,47,43,43,43,43,43,43,43,-1,-1,-1,-1,-1,-1,43,43,44,44,44,43,43,-1,-1,-1,-1,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
47,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,-1,-1,-1,43,45,45,-1,-1,-1,-1,-1,43,43,44,43,46,46,43,43,43,43,43,44,43,43,-1,-1,-1,-1,-1,-1,43,43,44,44,43,43,43,43,43,44,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,43,46,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,43,44,44,43,43,43,44,43,43,43,44,43,-1,-1,-1,43,43,43,44,44,43,43,43,43,44,44,43,43,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,-1,-1,-1,-1,-1,-1,43
43,43,47,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,45,43,-1,-1,-1,43,45,-1,-1,-1,-1,-1,43,43,43,43,46,43,43,47,44,44,44,43,43,43,47,20,-1,20,-1,20,-1,44,44,43,43,43,44,43,43,44,44,44,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,44,44,43,47,47,46,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,43,43,44,47,43,43,43,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,-1,-1,-1,-1,43
44,47,47,44,-1,-1,-1,-1,13,-1,-1,-1,-1,43,43,45,43,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,43,47,47,43,44,-1,-1,-1,-1,-1,-1,-1,-1,47,47,47,43,47,44,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,44,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,43,43,43,43,43,43,44,43,43,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
43,43,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,43,47,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,44,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,44,43,43,43,43,43,43,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,43,44,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,43,44,43,43,43,43,47,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
43,43,43,44,46,43,43,47,46,46,43,43,43,43,45,43,43,43,43,-1,-1,19,-1,-1,43,47,43,43,-1,-1,-1,-1,-1,-1,-1,45,47,-1,-1,-1,-1,47,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,44,44,43,43,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,47,47,43,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,47,47,43,43,43,43,44,43,43,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,44,44,43,43,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,44,44,44,43
43,47,47,43,43,47,43,43,43,46,44,44,44,43,43,43,47,47,43,43,44,44,43,43,44,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,43,43,44,44,43,43,43,44,43,43,43,43,43,43,43,44,44,44,43,47,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,46,47,48,45,45,43,43,47,47,43,44,43,43,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,43,43,43,43,43,43,43,43,44,44,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,44,43,46,47,43
